customer_id,R,F,M,F_log1p,M_log1p,R_z,F_z,M_z,gmm_component,gmm_max_proba,gmm_p_0,gmm_p_1,gmm_p_2,gmm_p_3,gmm_p_4,gmm_p_5,gmm_p_6,gmm_p_7
12,27,17,1403.0,2.8903717578961645,7.247080584585756,-0.7763684077530042,-0.0001185537488582,0.0424824627261242,0,0.39462467493819436,0.39462467493819436,0.003193230871841364,0.004309631641741872,0.3163036622368633,0.2339613531538239,9.192565220586476e-21,0.0040642594940039686,0.043543187663531074
13,37,20,2148.0,3.044522437723423,7.67275789664251,-0.432728523830019,0.4511076642499669,1.410069039594521,0,0.7450512016485903,0.7450512016485903,0.007778508183947051,0.018522020391112146,0.16876758375902226,0.059152563223072586,2.3063296979425988e-14,0.0004343472941948663,0.0002937755000376455
14,11,25,1911.0,3.258096538021482,7.555905093611346,-1.3261922220297804,1.07627671084767,1.0346524496834286,7,0.8431527519246808,0.12571925401178569,2.4442567073401058e-05,6.150968619569153e-05,0.022653386946265425,0.008347389998915678,2.011644338351529e-31,4.126486508342805e-05,0.8431527519246808
15,91,8,1062.0,2.1972245773362196,6.968850378341948,1.4229268493541003,-2.0290825592991357,-0.8513962678547219,2,0.5334902149609536,7.25147604638572e-06,0.03206283304038438,0.5334902149609536,7.483336194332601e-06,1.1797166874831293e-05,0.021856243395754385,0.41256417662379236,2.389396472213149e-34
16,12,23,1616.0,3.1780538303479458,7.388327859577107,-1.2918282336374818,0.8419775932415164,0.4962719220799169,7,0.8168270761904831,0.1326446645393289,3.568613215799966e-05,6.880418891535597e-05,0.029869681653748082,0.020438087084040428,5.380051810192252e-31,0.00011600021132621598,0.8168270761904831
17,20,12,2039.0,2.5649493574615367,7.620705086838262,-1.0169163264990937,-0.9526872947026088,1.242837378520974,3,0.8077659185712842,0.027172767205959045,0.00024872084257869986,0.0010674684883544465,0.8077659185712842,0.04188464775493782,5.668847195495956e-26,0.008002519127150354,0.11385795800973557
18,54,14,812.0,2.70805020110221,6.70073110954781,0.1514592788390556,-0.5338058954069297,-1.7127912790921178,1,0.4778963838255998,0.008548935113400678,0.4778963838255998,0.007643224450236351,0.00584469908219243,0.21497700038348957,1.6599559404621754e-08,0.2850897404946369,5.088470705761096e-11
19,37,20,1725.0,3.044522437723423,7.453561871643373,-0.432728523830019,0.4511076642499669,0.7058512365753122,0,0.7404461884906129,0.7404461884906129,0.008677351829850286,0.0163760327564658,0.15623816539264343,0.07730974052822963,1.2929572264689035e-14,0.00068604015452995,0.00026648084765510354
20,51,24,1658.0,3.218875824868201,7.413970290190444,0.0483673136621601,0.9614707684852764,0.5786541466237608,0,0.8220334385943626,0.8220334385943626,0.037927503530800856,0.05231744980360093,0.04752672857906398,0.039736400060028765,4.283932567413264e-08,0.0004584280361609853,8.55665601082313e-09
21,25,21,459.0,3.091042453358316,6.131226489483141,-0.8450963845376012,0.5872799519083906,-3.5424562666429154,4,0.8894121954796047,1.9131877719164288e-07,0.00034805738944409094,3.825822766034279e-10,2.6862605415736043e-07,0.8894121954796047,2.0733833446810892e-26,0.11021932496382535,1.996183971252953e-05
22,88,26,1669.0,3.295836866004329,7.4205789054108,1.319834884177205,1.1867493048110471,0.5998858477529077,5,0.8658601611472375,0.08379005084235558,0.01917458166775794,0.03074311784587279,8.515685328110447e-05,0.00015714633892547876,0.8658601611472375,0.00018978530456957902,1.4639611246964576e-29
23,21,15,1245.0,2.772588722239781,7.1276936993473985,-0.9825523381067952,-0.3448902653183889,-0.3410754509367427,4,0.324256478527329,0.1158067047881942,0.0009225069505720214,0.0011540736459816606,0.31524860816986217,0.324256478527329,3.0888189689564777e-25,0.011090458467869721,0.23152116945019094
24,50,7,1367.0,2.0794415416798357,7.221105098182496,0.0140033252698616,-2.3738542708686676,-0.04096978038518,6,0.5854563964496664,1.681667272132081e-05,0.002386770077729015,0.2824632411993261,0.12452049991580623,0.005156275618652389,6.691439221744142e-12,0.5854563964496664,5.940714421234217e-11
25,71,16,1353.0,2.833213344056216,7.21081845347222,0.7356470815081303,-0.1674313085982916,-0.0740179998423425,2,0.37335942706664893,0.24136455685492436,0.3370306101300345,0.37335942706664893,0.006481660576677453,0.011311857110425736,0.018079728155304224,0.012372160105985014,1.2904990936662165e-18
26,36,16,1171.0,2.833213344056216,7.066466970136958,-0.4670925122223175,-0.1674313085982916,-0.5377804447011071,4,0.4654952215455508,0.2579102567214007,0.026017531663273575,0.013293005622970332,0.217070396624061,0.4654952215455508,9.136388206826384e-16,0.01979474053909558,0.0004188472836472071
27,44,14,1837.0,2.70805020110221,7.516433302915632,-0.1921806050839294,-0.5338058954069297,0.907840215177446,3,0.41878989374349573,0.2990816977139427,0.028641911067973713,0.13699050040102098,0.41878989374349573,0.10746134333181866,1.905870410434945e-11,0.009032925297077256,1.7284256121968276e-06
28,85,24,1116.0,3.218875824868201,7.018401799069201,1.2167429190003096,0.9614707684852764,-0.6922008963092567,5,0.7051804138102357,0.05480772070513701,0.22815848066863248,0.007832784662011432,7.852767423526891e-05,0.0005377788041397559,0.7051804138102357,0.0034042936756084976,1.1840732084990258e-27
29,76,16,990.0,2.833213344056216,6.898714534329988,0.9074670234696228,-0.1674313085982916,-1.0767238484219082,1,0.8243896778658072,0.033995241509896114,0.8243896778658072,0.04167995896429347,0.0004889746520478308,0.004902574848779094,0.0503151916531316,0.044228380506044766,4.515497188618052e-22
30,36,15,1154.0,2.772588722239781,7.051855622955894,-0.4670925122223175,-0.3448902653183889,-0.5847227686371372,4,0.49098563431238074,0.18274417112360142,0.02600401951552792,0.015349147326667641,0.2539518696940225,0.49098563431238074,6.566723950409814e-16,0.03060060957827245,0.0003645484495266801
31,13,11,1339.0,2.4849066497880004,7.200424892944957,-1.2574642452451834,-1.1869864123087623,-0.1074097110291005,3,0.5904484598507944,0.005642558828128493,3.7627096718091216e-05,0.00022867022239525812,0.5904484598507944,0.0819428494296124,3.6775188188527085e-32,0.025693549221211434,0.29600628535114004
32,17,20,1943.0,3.044522437723423,7.572502985020384,-1.1200082916759893,0.4511076642499669,1.0879770052855215,7,0.5802247940570872,0.2829924088059524,0.00017019743865546107,0.00036033620897807584,0.10901590440863228,0.027019694901785886,4.627040514454866e-27,0.00021666417890891506,0.5802247940570872
33,96,15,1463.0,2.772588722239781,7.288927694521257,1.594746791315593,-0.3448902653183889,0.1769259583214364,5,0.8065031402622848,0.014104777713118317,0.03575754920806828,0.13935260710278788,9.844592133879782e-06,3.5823150181515904e-05,0.8065031402622848,0.004236257971425208,3.355951003734726e-36
34,6,18,1158.0,2.9444389791664403,7.055312843339752,-1.498012163991273,0.1581457354442284,-0.5736156505072204,7,0.8384389094628343,0.02967505971223897,1.1527544317601312e-05,9.432507370121039e-06,0.024652547432016586,0.10547344516740904,8.509314619358524e-37,0.001739078173813215,0.8384389094628343
35,73,11,1089.0,2.4849066497880004,6.993932975223189,0.8043750582927274,-1.1869864123087623,-0.7708126383395701,2,0.47097710120816183,0.004376465966908694,0.32664118625499167,0.47097710120816183,0.002097537487584662,0.004187558273524168,0.004458338207429477,0.18726181260139976,9.152284713196018e-21
36,59,20,1265.0,3.044522437723423,7.143617602704121,0.3232792208005482,0.4511076642499669,-0.2899162374546297,0,0.5747620142392438,0.5747620142392438,0.25696402397928814,0.07925572937754666,0.023759256622409686,0.0594942895900412,1.8738504216470685e-05,0.005745947684201431,3.052572323783913e-12
37,57,22,978.0,3.1354942159291497,6.88653164253051,0.2545512440159512,0.717398098196787,-1.1158641991535552,1,0.5948261821777181,0.19612677140030801,0.5948261821777181,0.010592272204870074,0.009250585610668003,0.16510779090640967,2.680027968466131e-06,0.02409371765482222,1.7235197813242625e-11
38,93,16,1585.0,2.833213344056216,7.368970402194793,1.4916548261386977,-0.1674313085982916,0.4340816241041003,5,0.8297787542313864,0.02162448204063319,0.025060018345522888,0.12172612167520208,1.9175515679396112e-05,5.961240290079277e-05,0.8297787542313864,0.0017318357886753916,7.982707020144587e-34
39,54,12,1201.0,2.5649493574615367,7.091742115095153,0.1514592788390556,-0.9526872947026088,-0.4565782100642223,2,0.3687078260260087,0.05535081312585791,0.1971275774853807,0.3687078260260087,0.12751213903609498,0.11605982020779324,6.30530956867324e-08,0.13524176090760212,1.5816629931876087e-10
40,33,22,1513.0,3.1354942159291497,7.322510433997394,-0.5701844773992131,0.717398098196787,0.2848182570679347,0,0.7252241136346461,0.7252241136346461,0.00649192510424875,0.007260859173310103,0.13419659245792862,0.1229771914104136,9.146038265418001e-17,0.0008067916617865446,0.0030425265576659527
41,44,19,1754.0,2.995732273553991,7.470224135899966,-0.1921806050839294,0.3082902515834437,0.7593826048022199,0,0.738187002819377,0.738187002819377,0.021088019389891244,0.04558650212336011,0.12832370561262182,0.06583344040855417,3.3400551979889615e-11,0.0009791454977626664,2.184115032375087e-06
42,2,23,1459.0,3.1780538303479458,7.286191714702382,-1.635468117560467,0.8419775932415164,0.1681359919105025,7,0.8984613225531083,0.06859333406571864,3.512579263110598e-06,6.759156851163947e-06,0.01345918047928177,0.019305043505329172,3.248733246365701e-39,0.0001708476604477658,0.8984613225531083
43,39,21,792.0,3.091042453358316,6.675823221634848,-0.364000547045422,0.5872799519083906,-1.7928136157379773,4,0.8769605529594758,0.015150417709493182,0.05842274524423907,0.00018625083751412787,0.0039254194744666165,0.8769605529594758,7.843114029209101e-15,0.04534127000621289,1.3343768590644455e-05
44,75,25,897.0,3.258096538021482,6.8001700683022,0.8731030350773243,1.07627671084767,-1.3933206816266313,1,0.902001937008339,0.028848522231397875,0.902001937008339,0.0017744459841917903,0.00020003224298406635,0.007025710698099895,0.039758330252949496,0.020391021582038267,2.482781814331697e-21
45,99,11,1208.0,2.4849066497880004,7.097548850614793,1.6978387564924886,-1.1869864123087623,-0.4379227324825905,2,0.44208749250011264,0.0009880775828081565,0.08519870023672534,0.44208749250011264,4.145265343142752e-06,1.5996003421897203e-05,0.37480608514307057,0.09689950326851836,3.642472777574095e-39
46,52,15,2312.0,2.772588722239781,7.746300662231439,0.0827313020544586,-0.3448902653183889,1.6463421417695996,0,0.3808173567765613,0.3808173567765613,0.06069950023491455,0.29094822196939324,0.1757639097204819,0.08590855197269896,1.1495971174199933e-07,0.0058623413431680696,3.0230705399873502e-09
47,30,20,1333.0,3.044522437723423,7.195937226475569,-0.6732764425761086,0.4511076642499669,-0.1218273749523765,0,0.5497331135372651,0.5497331135372651,0.006213830880460944,0.00443121806618113,0.1645436457285947,0.2588853852592702,1.019969254960491e-18,0.0025448070696533266,0.01364799945857485
48,22,14,1567.0,2.70805020110221,7.357556200910353,-0.9481883497144968,-0.5338058954069297,0.3974108690035959,3,0.5963933319501464,0.12589402136291328,0.0006954728853159544,0.0022430511682418903,0.5963933319501464,0.12167514774198565,2.0731801646632793e-24,0.006063330196885796,0.14703564469451103
49,71,27,1592.0,3.332204510175204,7.373374309910049,0.7356470815081303,1.2932038112403403,0.4482301937049814,0,0.6747882725072651,0.6747882725072651,0.1347817606692614,0.13274649386147097,0.006710855250342488,0.008395020690179816,0.041827417736326485,0.0007501792851537637,4.2503122272694416e-18
50,64,17,933.0,2.8903717578961645,6.839476438228843,0.4950991627620407,-0.0001185537488582,-1.2670398995070205,1,0.8200669792692388,0.05390909747510198,0.8200669792692388,0.018877365378322887,0.0028975165904294143,0.048151387536047884,0.00012708012454299659,0.05597057362631288,3.0139914657634344e-15
51,54,20,1744.0,3.044522437723423,7.464509834636528,0.1514592788390556,0.4511076642499669,0.7410240935949828,0,0.7580572849464691,0.7580572849464691,0.05007230053559784,0.10566030281032171,0.049694713154194256,0.03565486759895382,4.6166441817420726e-07,0.0008600688452544904,4.4479074922204155e-10
52,98,17,966.0,2.8903717578961645,6.874198495453294,1.6634747681001902,-0.0001185537488582,-1.1554872796316984,5,0.6431832405713716,0.006173394167901194,0.3178365052810988,0.006341267328111581,1.6445188722712008e-06,2.971293908476617e-05,0.6431832405713716,0.026434235193559367,6.098676128700198e-38
53,78,28,1643.0,3.367295829986474,7.404887575616125,0.97619500025422,1.3959222912416644,0.5494738304980341,5,0.4262211965498972,0.3819661408428043,0.08413551993928385,0.10298519062033372,0.0018328933469098478,0.0023654644383230305,0.4262211965498972,0.0004935942624482851,2.45569742893458e-22
54,91,15,1875.0,2.772588722239781,7.53689712956617,1.4229268493541003,-0.3448902653183889,0.9735849796879535,5,0.7405203796488161,0.01627492089454524,0.014804657513792941,0.22671615342642035,3.293606053490646e-05,0.00010343650001878994,0.7405203796488161,0.0015475159558714432,2.267464384396603e-32
55,11,16,1661.0,2.833213344056216,7.415776975415394,-1.3261922220297804,-0.1674313085982916,0.5844585397457003,7,0.7641411691073016,0.07551800757048242,3.020632240743404e-05,7.958690605322806e-05,0.13157826966910358,0.0278930750202039,2.238422989198136e-32,0.000759685404447932,0.7641411691073016
56,0,25,899.0,3.258096538021482,6.802394763324311,-1.704196094345064,1.07627671084767,-1.3861733355884678,7,0.5077563928920708,0.006150664442301521,4.927599440624565e-06,5.123925147125865e-07,0.0015032432117728118,0.4797163645371985,1.1557200320401607e-41,0.004867894924701219,0.5077563928920708
57,10,21,1618.0,3.091042453358316,7.389563953677635,-1.3605562104220787,0.5872799519083906,0.5002431595683831,7,0.8417446899383572,0.10695886252388179,2.052649888934577e-05,4.108548571845004e-05,0.03292730482405284,0.01816129932361354,9.715397181538095e-33,0.00014623140548694378,0.8417446899383572
58,50,27,1719.0,3.332204510175204,7.450079569807499,0.0140033252698616,1.2932038112403403,0.694663538494022,0,0.8242442035647243,0.8242442035647243,0.031984073491943626,0.05093619612052287,0.053001935429685225,0.03952842781441742,2.4117427097986423e-08,0.0003051133420322519,2.6119247370536108e-08
59,65,2,1045.0,1.0986122886681098,6.952728644624869,0.5294631511543393,-5.24491442340932,-0.9031910570127226,6,0.998271714433893,8.047596686910634e-22,1.4499021345436932e-10,0.0017279334318890528,3.519543858051777e-07,3.484206067616865e-11,2.4435897155390574e-17,0.998271714433893,1.689961674945316e-27
60,44,28,1047.0,3.367295829986474,6.954638864880987,-0.1921806050839294,1.3959222912416644,-0.897054033715644,4,0.5266954059505057,0.2871703034409147,0.13538083862214828,0.0051983241969119215,0.03487550577438795,0.5266954059505057,4.240781500327242e-11,0.010676292097746001,3.329874977423891e-06
61,98,20,1557.0,3.044522437723423,7.351158226430694,1.6634747681001902,0.4511076642499669,0.3768558998527802,5,0.8892114802680063,0.0446040515057958,0.021705000836520223,0.0435989959011526,7.728766039609907e-06,2.9013876516766007e-05,0.8892114802680063,0.0008437288459684935,2.4709866162023624e-37
62,71,8,1076.0,2.1972245773362196,6.981934677156389,0.7356470815081303,-2.0290825592991357,-0.8093599391156918,2,0.5088954710701721,2.9010605759472573e-05,0.035404686482618325,0.5088954710701721,0.0012017627785987268,0.000699690879176774,6.476272029365976e-05,0.45370461546338114,6.245465221697729e-21
63,30,14,1096.0,2.70805020110221,7.00033446027523,-0.6732764425761086,-0.5338058954069297,-0.7502463906650235,4,0.5935868959486807,0.07274852265273112,0.007893375480573584,0.004939760207261225,0.2701542014091033,0.5935868959486807,1.0636783975653947e-19,0.04454427804983763,0.006132966251812077
64,84,9,1207.0,2.302585092994046,7.0967213784947605,1.182378930608011,-1.7206737539668338,-0.4405811775818159,2,0.774623715556491,0.00012360947056510395,0.04462683888560956,0.774623715556491,0.00010176610985277054,0.00010683791514027173,0.02692370763051692,0.15349352443182476,1.0630857063486685e-28
65,52,17,1676.0,2.8903717578961645,7.424761761823209,0.0827313020544586,-0.0001185537488582,0.613324239042635,0,0.6164661365156662,0.6164661365156662,0.06245657719353599,0.1579689615494058,0.10033237976659108,0.05987911935562834,6.53616669465842e-08,0.0028967575809670204,2.676538672689228e-09
66,44,24,2191.0,3.218875824868201,7.692569648067906,-0.1921806050839294,0.9614707684852764,1.4737188619980506,0,0.8270454157032068,0.8270454157032068,0.013895101836502098,0.03740302593014201,0.08170334417020365,0.03976767831423147,8.55274373563517e-11,0.00018240826800030967,3.025692185821949e-06
67,66,20,1755.0,3.044522437723423,7.470793774195062,0.5638271395466378,0.4511076642499669,0.7612126992516515,0,0.6381039791135031,0.6381039791135031,0.09555189483138002,0.23730911759666742,0.012680100271523592,0.01305217185061953,0.002253660672777931,0.001049075663527285,1.1540978322354661e-15
68,88,5,1352.0,1.791759469228055,7.210079628170788,1.319834884177205,-3.215950417859041,-0.0763916465843031,2,0.5828447817662348,3.225871148197261e-10,7.960870071963263e-05,0.5828447817662348,1.9071035066459947e-06,1.9102511071969209e-07,3.409243983118655e-05,0.41703941864200955,7.318143864744092e-35
69,40,18,1914.0,2.9444389791664403,7.557472901614746,-0.3296365586531235,0.1581457354442284,1.0396893946176011,0,0.6736493183232893,0.6736493183232893,0.013001062718837782,0.03441676714198629,0.20401016923346915,0.0738164402691505,4.540623433311604e-13,0.0010682294338891427,3.801287892365035e-05
70,27,19,1799.0,2.995732273553991,7.495541943884256,-0.7763684077530042,0.3082902515834437,0.8407219042536098,0,0.6158472582621334,0.6158472582621334,0.001980572270435062,0.004227686169425065,0.24985235268447567,0.08241383609654354,2.481018414585903e-20,0.0007246715534364242,0.044953622963550925
71,61,23,1648.0,3.1780538303479458,7.407924322559599,0.3920071975851452,0.8419775932415164,0.5592300806894642,0,0.7664005231146293,0.7664005231146293,0.08051276992994903,0.11287825083567712,0.019541117856916895,0.01989943716579508,0.00010660637971330382,0.0006612947169068958,4.1220546047886654e-13
72,91,11,824.0,2.4849066497880004,6.715383386334681,1.4229268493541003,-1.1869864123087623,-1.6657174593541917,1,0.48176292701019124,0.00012778693222091373,0.48176292701019124,0.02345291395648623,2.9104605287098973e-06,5.9928072676910096e-05,0.10923978176739566,0.38535375180050013,1.2714015865863394e-33
73,1,25,1724.0,3.258096538021482,7.45298232946546,-1.6698321059527654,1.07627671084767,0.7039893236173164,7,0.8918406991556449,0.0879783803018966,2.779552062152455e-06,7.884673776864132e-06,0.012556603619411189,0.0075496037883238595,1.3191562655823408e-39,6.404890888466516e-05,0.8918406991556449
74,71,9,890.0,2.302585092994046,6.792344427470809,0.7356470815081303,-1.7206737539668338,-1.4184623583222795,6,0.7077252113940004,6.807251607586463e-05,0.15776509321265747,0.13193978792996847,0.000555552640318822,0.0018344831079730145,0.00011179919900636823,0.7077252113940004,1.110659221384821e-20
75,64,20,877.0,3.044522437723423,6.777646593635117,0.4950991627620407,0.4511076642499669,-1.465682540590426,1,0.8627390621130409,0.04097975494251825,0.8627390621130409,0.004230091320923647,0.0012507111787484597,0.04984808330065838,0.00012221848550657545,0.04083007865860076,2.678619445865191e-15
76,20,19,1739.0,2.995732273553991,7.461640392208575,-1.0169163264990937,0.3082902515834437,0.7318053477600126,0,0.38198689392453056,0.38198689392453056,0.0004334281297306682,0.0009044256319185086,0.18291100681088598,0.060369282615870476,4.5908436867150615e-25,0.0005538304478179503,0.37284113243924577
77,14,14,2368.0,2.70805020110221,7.7702232041587855,-1.2231002568528848,-0.5338058954069297,1.7231988270985286,7,0.5622209058012436,0.05367958040527283,0.00010351416365833977,0.000164727758785978,0.3579182902804413,0.023841849348661587,1.1109378031460349e-29,0.0020711322419366225,0.5622209058012436
78,54,16,1296.0,2.833213344056216,7.167809184316444,0.1514592788390556,-0.1674313085982916,-0.2121952000651198,0,0.42289219093977637,0.42289219093977637,0.20027890450934935,0.16358336215360222,0.08211872657983313,0.11458467522481608,2.5090890340012095e-07,0.016541889282272244,4.0144749239886755e-10
79,7,11,1964.0,2.4849066497880004,7.583247524303362,-1.4636481755989743,-1.1869864123087623,1.1224963167025128,3,0.6063886976036647,0.00501800581237133,7.28133193538115e-06,3.566934309938967e-05,0.6063886976036647,0.013716702549707605,2.3321215434484028e-36,0.008702350880113037,0.3661312924791085
80,85,18,1978.0,2.9444389791664403,7.590346945602565,1.2167429190003096,0.1581457354442284,1.145304845598293,5,0.7275365780039712,0.07112551063816268,0.021772282181567848,0.17840603923183976,0.000166485427270544,0.00041632208948777245,0.7275365780039712,0.0005767824277002749,1.1102479588563358e-27
81,19,20,517.0,3.044522437723423,6.249975242259483,-1.0512803148913925,0.4511076642499669,-3.160948500743621,4,0.9448302777791878,1.6182735073867489e-06,9.817476851487342e-05,2.250973450695874e-09,2.409657157023096e-06,0.9448302777791878,5.699054013680404e-30,0.05453822820275468,0.0005292890679048333
82,76,31,889.0,3.4657359027997265,6.7912214627261855,0.9074670234696228,1.68407374023189,-1.4220701416537969,1,0.8853638878750892,0.016848770403193908,0.8853638878750892,0.00082083812554574,0.00020173364303709466,0.0071280671826480305,0.06512685710228025,0.0245098456682059,8.2540105903848025e-22
83,63,23,1456.0,3.1780538303479458,7.284134806195205,0.4607351743697422,0.8419775932415164,0.1615276987631163,0,0.7137912824207565,0.7137912824207565,0.15003949543514022,0.09676043689760146,0.014871274231810288,0.022742417193622966,0.0003852596613086642,0.0014098341597141885,4.562823716826529e-14
84,89,16,1455.0,2.833213344056216,7.283448228756631,1.3541988725695036,-0.1674313085982916,0.1593219103351711,5,0.7929989511430686,0.029469966578628035,0.051795517671977556,0.1228614612227824,5.104373380737626e-05,0.00014174748165288604,0.7929989511430686,0.0026813121680829824,7.872827128573904e-31
85,38,15,1780.0,2.772588722239781,7.484930283289661,-0.3983645354377205,-0.3448902653183889,0.8066294962806979,3,0.44496967306353136,0.37836869864068934,0.01274739460728146,0.04406578523191559,0.44496967306353136,0.1150245541008922,2.254341239883929e-14,0.004706835029869753,0.0001170593257976137
86,6,18,2320.0,2.9444389791664403,7.749753406274437,-1.498012163991273,0.1581457354442284,1.657434878621727,7,0.8647603880143172,0.07395205568539041,1.1305181246318936e-05,1.4910257419906635e-05,0.055070747114438684,0.006023250161155788,1.2745893881601704e-35,0.00016734358603153054,0.8647603880143172
87,56,23,2014.0,3.1780538303479458,7.608374474380783,0.2201872556236526,0.8419775932415164,1.2032224410935215,0,0.7959397187807629,0.7959397187807629,0.03770871192767382,0.10829152859320612,0.033935704866066445,0.02382380161917604,3.498051349887537e-06,0.000297036081966361,7.979825150742985e-11
88,74,21,1392.0,3.091042453358316,7.239214973779806,0.8387390466850259,0.5872799519083906,0.0172123732653668,0,0.46995902929734357,0.46995902929734357,0.26800382284534136,0.14558364621451572,0.003069319765738782,0.006620202019239631,0.10381212918522027,0.0029518506726007613,4.1707063705975305e-20
89,30,27,1599.0,3.332204510175204,7.377758908227872,-0.6732764425761086,1.2932038112403403,0.4623167274115651,0,0.7478973794784719,0.7478973794784719,0.003956727815965381,0.005672065923587397,0.11918304890491735,0.1040893686435437,4.066789121092389e-18,0.00037504522124224296,0.018826364012272
90,33,21,684.0,3.091042453358316,6.529418838262226,-0.5701844773992131,0.5872799519083906,-2.2631714756100063,4,0.9386577630774595,0.0010359223758019246,0.010934546173631935,6.304968836603324e-06,0.0004606695312369542,0.9386577630774595,6.129618886562455e-19,0.048814213725224445,9.058014780859e-05
91,74,14,1079.0,2.70805020110221,6.984716320118266,0.8387390466850259,-0.5338058954069297,-0.8004232693225023,1,0.6703560218868421,0.03776218171389466,0.6703560218868421,0.19161192459404794,0.001677786988289008,0.007069153887227273,0.025039359767975923,0.06648357116172351,8.177474347496747e-21
92,87,17,994.0,2.8903717578961645,6.902742737158593,1.2854708957849066,-0.0001185537488582,-1.0637823174516874,5,0.5337818237245602,0.01391415793981191,0.41878433236323737,0.013834183692363236,2.6408550143348983e-05,0.0003294788236928183,0.5337818237245602,0.01932961490619119,1.4509982290585647e-29
93,88,25,2043.0,3.258096538021482,7.622663951323595,1.319834884177205,1.07627671084767,1.2491306826275568,5,0.8573550584089945,0.0788113870829218,0.0094610350105068,0.05400720869753876,8.253708745430534e-05,0.00018392667459962996,0.8573550584089945,9.884703798425085e-05,1.577277573103844e-29
94,50,7,1504.0,2.0794415416798357,7.316548177182976,0.0140033252698616,-2.3738542708686676,0.2656631314450943,6,0.5221158312075367,2.014314428654615e-05,0.0020965372215056813,0.31632933290131804,0.15447879948954976,0.004959355960586386,9.298423483235528e-12,0.5221158312075367,6.591885958097653e-11
95,55,17,1345.0,2.8903717578961645,7.204892510204673,0.1858232672313541,-0.0001185537488582,-0.0930564598176315,0,0.5220286065342554,0.5220286065342554,0.17419553503094104,0.14612544135956163,0.06332220507819664,0.08534633853499331,6.790925270155308e-07,0.008981194209530923,1.5999398572044464e-10
