customer_id,R,F,M,F_log1p,M_log1p,R_z,F_z,M_z
66,44,24,2191.0,3.2188758248682006,7.692569648067906,-0.19218060508392948,0.9614707684852765,1.4737188619980506
67,66,20,1755.0,3.044522437723423,7.470793774195062,0.5638271395466378,0.4511076642499669,0.7612126992516515
68,88,5,1352.0,1.791759469228055,7.210079628170788,1.319834884177205,-3.215950417859041,-0.07639164658430311
69,40,18,1914.0,2.9444389791664403,7.557472901614746,-0.3296365586531235,0.15814573544422847,1.0396893946176011
70,27,19,1799.0,2.995732273553991,7.495541943884256,-0.7763684077530042,0.30829025158344375,0.8407219042536098
71,61,23,1648.0,3.1780538303479458,7.407924322559599,0.39200719758514524,0.8419775932415164,0.5592300806894642
72,91,11,824.0,2.4849066497880004,6.715383386334681,1.4229268493541005,-1.1869864123087623,-1.6657174593541915
73,1,25,1724.0,3.258096538021482,7.45298232946546,-1.6698321059527654,1.07627671084767,0.7039893236173164
74,71,9,890.0,2.302585092994046,6.792344427470809,0.7356470815081303,-1.7206737539668338,-1.4184623583222797
75,64,20,877.0,3.044522437723423,6.777646593635117,0.49509916276204075,0.4511076642499669,-1.4656825405904261
76,20,19,1739.0,2.995732273553991,7.461640392208575,-1.0169163264990937,0.30829025158344375,0.7318053477600126
77,14,14,2368.0,2.70805020110221,7.7702232041587855,-1.2231002568528848,-0.5338058954069297,1.7231988270985286
78,54,16,1296.0,2.833213344056216,7.167809184316444,0.15145927883905566,-0.16743130859829167,-0.21219520006511988
79,7,11,1964.0,2.4849066497880004,7.583247524303362,-1.4636481755989743,-1.1869864123087623,1.1224963167025128
80,85,18,1978.0,2.9444389791664403,7.590346945602565,1.2167429190003096,0.15814573544422847,1.145304845598293
81,19,20,517.0,3.044522437723423,6.249975242259483,-1.0512803148913923,0.4511076642499669,-3.160948500743621
82,76,31,889.0,3.4657359027997265,6.7912214627261855,0.9074670234696229,1.68407374023189,-1.4220701416537969
83,63,23,1456.0,3.1780538303479458,7.284134806195205,0.46073517436974226,0.8419775932415164,0.16152769876311637
84,89,16,1455.0,2.833213344056216,7.283448228756631,1.3541988725695036,-0.16743130859829167,0.15932191033517112
85,38,15,1780.0,2.772588722239781,7.484930283289661,-0.39836453543772055,-0.34489026531838896,0.8066294962806979
86,6,18,2320.0,2.9444389791664403,7.749753406274437,-1.498012163991273,0.15814573544422847,1.657434878621727
87,56,23,2014.0,3.1780538303479458,7.608374474380783,0.22018725562365268,0.8419775932415164,1.2032224410935215
88,74,21,1392.0,3.091042453358316,7.239214973779806,0.8387390466850259,0.5872799519083906,0.017212373265366884
89,30,27,1599.0,3.332204510175204,7.3777589082278725,-0.6732764425761086,1.2932038112403403,0.46231672741156515
90,33,21,684.0,3.091042453358316,6.529418838262226,-0.5701844773992131,0.5872799519083906,-2.2631714756100063
91,74,14,1079.0,2.70805020110221,6.984716320118266,0.8387390466850259,-0.5338058954069297,-0.8004232693225023
92,87,17,994.0,2.8903717578961645,6.902742737158593,1.2854708957849066,-0.0001185537488582652,-1.0637823174516874
93,88,25,2043.0,3.258096538021482,7.622663951323595,1.319834884177205,1.07627671084767,1.2491306826275568
94,50,7,1504.0,2.0794415416798357,7.316548177182976,0.014003325269861604,-2.3738542708686676,0.2656631314450943
95,55,17,1345.0,2.8903717578961645,7.204892510204673,0.18582326723135417,-0.0001185537488582652,-0.09305645981763154
96,96,25,587.0,3.258096538021482,6.376726947898627,1.594746791315593,1.07627671084767,-2.753729402338498
97,28,15,1079.0,2.772588722239781,6.984716320118266,-0.7420044193607056,-0.34489026531838896,-0.8004232693225023
98,62,12,1477.0,2.5649493574615367,7.298445101508147,0.4263711859774437,-0.9526872947026088,0.2075028241143898
99,84,26,1646.0,3.295836866004329,7.4067107301776405,1.182378930608011,1.1867493048110471,0.5553311351634811
100,32,17,2002.0,2.8903717578961645,7.602401335665818,-0.6045484657915116,-0.0001185537488582652,1.184032354854512
101,44,7,1600.0,2.0794415416798357,7.3783837129967145,-0.19218060508392948,-2.3738542708686676,0.46432405688586353
102,5,26,1466.0,3.295836866004329,7.2909747781429814,-1.5323761523835715,1.1867493048110471,0.1835026867575169
103,36,22,1831.0,3.1354942159291497,7.513163545234075,-0.46709251222231757,0.717398098196787,0.8973353642298967
104,52,19,1565.0,2.995732273553991,7.356279876550748,0.08273130205445862,0.30829025158344375,0.39331038252595873
105,1,12,1610.0,2.5649493574615367,7.384610383176974,-1.6698321059527654,-0.9526872947026088,0.4843286714516837
106,93,23,1455.0,3.1780538303479458,7.283448228756631,1.4916548261386977,0.8419775932415164,0.15932191033517112
107,56,23,804.0,3.1780538303479458,6.690842277418564,0.22018725562365268,0.8419775932415164,-1.7445614338497653
108,91,20,1428.0,3.044522437723423,7.264730177929867,1.4229268493541005,0.4511076642499669,0.09918585344236269
109,95,17,1992.0,2.8903717578961645,7.597396320212795,1.5603828029232947,-0.0001185537488582652,1.1679525879590165
110,50,21,1058.0,3.091042453358316,6.9650803456014065,0.014003325269861604,0.5872799519083906,-0.8635083678522691
111,90,15,1410.0,2.772588722239781,7.252053951852814,1.3885628609618021,-0.34489026531838896,0.058460552522365636
112,38,24,1918.0,3.2188758248682006,7.5595594960077,-0.39836453543772055,0.9614707684852765,1.0463930605221443
113,21,27,1620.0,3.332204510175204,7.390798521735676,-0.9825523381067952,1.2932038112403403,0.5042094942932696
114,78,12,563.0,2.5649493574615367,6.335054251498059,0.9761950002542199,-0.9526872947026088,-2.887612554212305
115,42,18,1111.0,2.9444389791664403,7.013915474810528,-0.2609085818685265,0.15814573544422847,-0.7066142480709371
116,37,11,1955.0,2.4849066497880004,7.578656850594762,-0.43272852383001903,-1.1869864123087623,1.1077477182575333
117,63,25,1782.0,3.258096538021482,7.48605261786314,0.46073517436974226,1.07627671084767,0.8102352550420205
118,36,23,843.0,3.1780538303479458,6.738152494595957,-0.46709251222231757,0.8419775932415164,-1.592566445796688
119,99,19,864.0,2.995732273553991,6.762729506931879,1.6978387564924886,0.30829025158344375,-1.5136071232813881
120,37,20,1230.0,3.044522437723423,7.115582126184454,-0.43272852383001903,0.4511076642499669,-0.3799866740939549
121,70,30,960.0,3.4339872044851463,6.8679744089702925,0.7012830931158318,1.5911397026854626,-1.1754835934739691
122,30,26,1836.0,3.295836866004329,7.515889085215125,-0.6732764425761086,1.1867493048110471,0.9060917902531495
123,43,28,1384.0,3.367295829986474,7.233455418621439,-0.226544593476228,1.3959222912416644,-0.0012915265202651809
124,93,17,950.0,2.8903717578961645,6.85751406254539,1.4916548261386977,-0.0001185537488582652,-1.2090898697656742
125,13,18,1572.0,2.9444389791664403,7.360739903058278,-1.2574642452451834,0.15814573544422847,0.40763924669469614
126,97,25,899.0,3.258096538021482,6.802394763324311,1.6291107797078916,1.07627671084767,-1.3861733355884678
127,51,17,1100.0,2.8903717578961645,7.00397413672268,0.048367313662160114,-0.0001185537488582652,-0.738553090334719
128,90,26,1378.0,3.295836866004329,7.229113877793302,1.3885628609618021,1.1867493048110471,-0.01523972810704548
129,86,23,775.0,3.1780538303479458,6.654152520183219,1.251106907392608,0.8419775932415164,-1.8624357439960566
130,66,19,1609.0,2.995732273553991,7.383989457978509,0.5638271395466378,0.30829025158344375,0.48233380599231224
131,4,23,1809.0,3.1780538303479458,7.501082124259871,-1.5667401407758699,0.8419775932415164,0.8585210119356991
132,41,27,2092.0,3.332204510175204,7.646353722445999,-0.295272570260825,1.2932038112403403,1.3252395380409387
133,93,26,1224.0,3.295836866004329,7.110696122978827,1.4916548261386977,1.1867493048110471,-0.39568408668629035
134,6,25,1705.0,3.258096538021482,7.441906728051625,-1.498012163991273,1.07627671084767,0.6684063987225874
135,17,31,1860.0,3.4657359027997265,7.528869256642251,-1.1200082916759893,1.68407374023189,0.9477935857362522
136,56,12,948.0,2.5649493574615367,6.855408798609928,0.22018725562365268,-0.9526872947026088,-1.2158535158829455
137,73,13,1247.0,2.6390573296152584,7.129297548929373,0.8043750582927274,-0.7357601943099386,-0.33592271411591756
138,43,15,1043.0,2.772588722239781,6.950814768442584,-0.226544593476228,-0.34489026531838896,-0.9093398258161024
139,97,20,1468.0,3.044522437723423,7.292337176173877,1.6291107797078916,0.4511076642499669,0.18787970476301594
140,60,26,1685.0,3.295836866004329,7.430114138561801,0.3576432091928467,1.1867493048110471,0.6305199842109015
141,96,22,1839.0,3.1354942159291497,7.517520850603031,1.594746791315593,0.717398098196787,0.9113342130412371
142,62,20,1270.0,3.044522437723423,7.147559271189454,0.4263711859774437,0.4511076642499669,-0.2772527180272942
143,31,23,1710.0,3.1780538303479458,7.444833273892193,-0.6389124541838102,0.8419775932415164,0.6778086024454352
144,94,23,1452.0,3.1780538303479458,7.2813856635702825,1.526018814530996,0.8419775932415164,0.1526954438008432
145,27,17,1877.0,2.8903717578961645,7.537962659768208,-0.7763684077530042,-0.0001185537488582652,0.9770082413001705
146,3,7,1355.0,2.0794415416798357,7.212294468500341,-1.6011041291681685,-2.3738542708686676,-0.06927596101964796
147,14,19,992.0,2.995732273553991,6.900730664045173,-1.2231002568528848,0.30829025158344375,-1.0702465665522454
148,1,16,1803.0,2.833213344056216,7.4977617006225685,-1.6698321059527654,-0.16743130859829167,0.8478533849157134
149,22,28,1133.0,3.367295829986474,7.033506484287697,-0.9481883497144967,1.3959222912416644,-0.6436736101054674
150,58,27,2047.0,3.332204510175204,7.6246189861593985,0.2889152324082497,1.2932038112403403,1.2554116831014515
151,22,14,1536.0,2.70805020110221,7.337587743538596,-0.9481883497144967,-0.5338058954069297,0.3332575925923256
152,98,21,1491.0,3.091042453358316,7.307872780763706,1.6634747681001902,0.5872799519083906,0.23779141886854036
153,90,15,1516.0,2.772588722239781,7.324489979348532,1.3885628609618021,-0.34489026531838896,0.2911780032273861
154,25,13,1665.0,2.6390573296152584,7.418180822726788,-0.8450963845376012,-0.7357601943099386,0.5921814538470391
155,33,20,1194.0,3.044522437723423,7.085901464365611,-0.5701844773992131,0.4511076642499669,-0.4753426480825533
156,12,16,1711.0,2.833213344056216,7.445417556701687,-1.2918282336374818,-0.16743130859829167,0.6796857457761382
157,39,22,1078.0,3.1354942159291497,6.983789965258135,-0.364000547045422,0.717398098196787,-0.803399398038433
158,50,20,1571.0,3.044522437723423,7.360103972989152,0.014003325269861604,0.4511076642499669,0.4055961746264171
159,9,16,2438.0,2.833213344056216,7.79934339821592,-1.3949201988143773,-0.16743130859829167,1.8167541690920208
160,38,21,1158.0,3.091042453358316,7.055312843339752,-0.39836453543772055,0.5872799519083906,-0.5736156505072204
161,89,17,1539.0,2.8903717578961645,7.3395376954076745,1.3541988725695036,-0.0001185537488582652,0.3395222628628792
162,3,17,2004.0,2.8903717578961645,7.60339933974067,-1.6011041291681685,-0.0001185537488582652,1.1872386732035742
163,81,25,1319.0,3.258096538021482,7.1853870155804165,1.0792869654311155,1.07627671084767,-0.15572236158820954
164,98,33,2185.0,3.5263605246161616,7.689828668736484,1.6634747681001902,1.8615326969519872,1.4649128334995762
165,51,22,546.0,3.1354942159291497,6.304448802421981,0.048367313662160114,0.717398098196787,-2.985939620630853
166,80,20,1424.0,3.044522437723423,7.261927092702751,1.0449229770388169,0.4511076642499669,0.09018029542495294
167,55,18,1775.0,2.9444389791664403,7.4821189235521155,0.18582326723135417,0.15814573544422847,0.7975973544894451
168,26,17,1952.0,2.8903717578961645,7.577121930876679,-0.8107323961453027,-0.0001185537488582652,1.1028164345278955
169,7,18,1628.0,2.9444389791664403,7.395721608602045,-1.4636481755989743,0.15814573544422847,0.5200260467016481
170,52,12,1729.0,2.5649493574615367,7.455876687491824,0.08273130205445862,-0.9526872947026088,0.7132881165606895
171,12,22,1316.0,3.1354942159291497,7.183111701743281,-1.2918282336374818,0.717398098196787,-0.16303233224836786
172,45,18,2268.0,2.9444389791664403,7.727094484779841,-0.15781661669163094,0.15814573544422847,1.5846378654743767
173,85,16,1736.0,2.833213344056216,7.459914766241105,1.2167429190003096,-0.16743130859829167,0.7262613762046451
174,35,20,1279.0,3.044522437723423,7.154615356913663,-0.5014565006146161,0.4511076642499669,-0.2545834146645305
175,42,15,964.0,2.772588722239781,6.872128101338986,-0.2609085818685265,-0.34489026531838896,-1.1621388984033785
176,93,19,2311.0,2.995732273553991,7.7458682297922685,1.4916548261386977,0.30829025158344375,1.6449528527883408
177,34,20,1077.0,3.044522437723423,6.982862751468942,-0.5358204890069146,0.4511076642499669,-0.8063782862621443
178,50,11,1731.0,2.4849066497880004,7.4570320891223805,0.014003325269861604,-1.1869864123087623,0.7170001108720748
179,62,14,1011.0,2.70805020110221,6.919683849847411,0.4263711859774437,-0.5338058954069297,-1.0093550843005958
180,67,14,907.0,2.70805020110221,6.811244378601294,0.5981911279389363,-0.5338058954069297,-1.3577419047358936
181,12,6,1353.0,1.9459101490553132,7.21081845347222,-1.2918282336374818,-2.7647241998602166,-0.07401799984234254
182,46,18,550.0,2.9444389791664403,6.311734809152915,-0.12345262829933244,0.15814573544422847,-2.9625316429868174
183,5,25,1806.0,3.258096538021482,7.499423290592229,-1.5323761523835715,1.07627671084767,0.853191626053788
184,17,15,1278.0,2.772588722239781,7.153833801578843,-1.1200082916759893,-0.34489026531838896,-0.2570943414973822
185,7,14,1320.0,2.70805020110221,7.186144304522325,-1.4636481755989743,-0.5338058954069297,-0.15328939614130505
186,40,13,2277.0,2.6390573296152584,7.731053144007127,-0.3296365586531235,-0.7357601943099386,1.5973559715803247
187,60,15,1758.0,2.772588722239781,7.472500744737558,0.3576432091928467,-0.34489026531838896,0.7666967359501251
188,19,15,1269.0,2.772588722239781,7.146772179452637,-1.0512803148913923,-0.34489026531838896,-0.27978143182891585
189,84,22,1575.0,3.1354942159291497,7.362645270417825,1.182378930608011,0.717398098196787,0.4137606789418823
190,95,13,1344.0,2.6390573296152584,7.20414929203594,1.5603828029232947,-0.7357601943099386,-0.09544421965931504
191,55,29,1537.0,3.4011973816621555,7.338238150065589,0.18582326723135417,1.495158110143349,0.3353471736214981
192,95,20,1536.0,3.044522437723423,7.337587743538596,1.5603828029232947,0.4511076642499669,0.3332575925923256
193,1,20,1269.0,3.044522437723423,7.146772179452637,-1.6698321059527654,0.4511076642499669,-0.27978143182891585
194,65,8,1637.0,2.1972245773362196,7.401231264413015,0.5294631511543393,-2.0290825592991357,0.5377270871772158
195,31,17,1366.0,2.8903717578961645,7.220373836723949,-0.6389124541838102,-0.0001185537488582652,-0.04331912653674555
196,21,23,1681.0,3.1780538303479458,7.427738840532894,-0.9825523381067952,0.8419775932415164,0.6228887912664154
197,89,11,1522.0,2.4849066497880004,7.328437352895162,1.3541988725695036,-1.1869864123087623,0.30385985148040534
198,40,20,1065.0,3.044522437723423,6.97166860472579,-0.3296365586531235,0.4511076642499669,-0.8423420653779766
199,9,12,1417.0,2.5649493574615367,7.257002707092073,-1.3949201988143773,-0.9526872947026088,0.07435957050083528
200,38,18,1203.0,2.9444389791664403,7.093404625868766,-0.39836453543772055,0.15814573544422847,-0.45123701063100136
201,44,13,2012.0,2.6390573296152584,7.607381425639791,-0.19218060508392948,-0.7357601943099386,1.2000320428977738
202,4,22,1591.0,3.1354942159291497,7.3727463664043285,-1.5667401407758699,0.717398098196787,0.4462127803142946
203,11,15,1305.0,2.772588722239781,7.174724309836376,-1.3261922220297804,-0.34489026531838896,-0.18997876388080465
204,31,18,900.0,2.9444389791664403,6.803505257608338,-0.6389124541838102,0.15814573544422847,-1.3826056164887908
205,39,10,1335.0,2.3978952727983707,7.197435354096591,-0.364000547045422,-1.4416840536418882,-0.11701429432318797
206,17,30,1531.0,3.4339872044851463,7.3343293503005365,-1.1200082916759893,1.5911397026854626,0.3227892525415056
207,73,20,1266.0,3.044522437723423,7.144407180321139,0.8043750582927274,0.4511076642499669,-0.28737953718932435
208,63,20,2025.0,3.044522437723423,7.613818684808629,0.46073517436974226,0.4511076642499669,1.2207132231763025
209,86,23,705.0,3.1780538303479458,6.559615237493242,1.251106907392608,0.8419775932415164,-2.1661585761943303
210,0,26,1474.0,3.295836866004329,7.29641326877392,-1.704196094345064,1.1867493048110471,0.20097509267306693
211,52,22,1199.0,3.1354942159291497,7.090076835776092,0.08273130205445862,0.717398098196787,-0.4619283040884513
212,41,21,1663.0,3.091042453358316,7.416979621381154,-0.295272570260825,0.5872799519083906,0.5883223173840989
213,81,26,1218.0,3.295836866004329,7.105786129481271,1.0792869654311155,1.1867493048110471,-0.4114585736264663
214,93,12,1014.0,2.5649493574615367,6.922643891475888,1.4916548261386977,-0.9526872947026088,-0.9998452676309763
215,82,9,922.0,2.302585092994046,6.827629234502852,1.113650953823414,-1.7206737539668338,-1.305101774852941
216,37,18,710.0,2.9444389791664403,6.566672429803241,-0.43272852383001903,0.15814573544422847,-2.1434857176694053
217,16,16,1796.0,2.833213344056216,7.493873886783559,-1.1543722800682878,-0.16743130859829167,0.8353628859649884
218,61,26,2124.0,3.295836866004329,7.661527081358517,0.39200719758514524,1.1867493048110471,1.373987454331104
219,27,24,1174.0,3.2188758248682006,7.069023426578259,-0.7763684077530042,0.9614707684852765,-0.529567238560097
220,21,15,2147.0,2.772588722239781,7.672292455628756,-0.9825523381067952,-0.34489026531838896,1.408573702951703
221,45,17,1710.0,2.8903717578961645,7.444833273892193,-0.15781661669163094,-0.0001185537488582652,0.6778086024454352
222,37,14,1641.0,2.70805020110221,7.403670290012373,-0.43272852383001903,-0.5338058954069297,0.5455630196449432
223,31,22,1769.0,3.1354942159291497,7.478734825567875,-0.6389124541838102,0.717398098196787,0.7867251589390324
224,54,21,1079.0,3.091042453358316,6.984716320118266,0.15145927883905566,0.5872799519083906,-0.8004232693225023
225,88,30,1128.0,3.4339872044851463,7.029087564149662,1.319834884177205,1.5911397026854626,-0.6578704105781805
226,8,11,1276.0,2.4849066497880004,7.152268856032539,-1.429284187206676,-1.1869864123087623,-0.26212209012770954
227,99,13,1088.0,2.6390573296152584,6.9930151229329605,1.6978387564924886,-0.7357601943099386,-0.7737614505879842
228,49,21,1200.0,3.091042453358316,7.0909098220799835,-0.02036066312243691,0.5872799519083906,-0.45925214340134896
229,36,7,1693.0,2.0794415416798357,7.434847875211999,-0.46709251222231757,-2.3738542708686676,0.6457282053631209
230,64,15,1993.0,2.772588722239781,7.597897950521784,0.49509916276204075,-0.34489026531838896,1.1695641910623362
231,92,12,1516.0,2.5649493574615367,7.324489979348532,1.4572908377463991,-0.9526872947026088,0.2911780032273861
232,78,21,1491.0,3.091042453358316,7.307872780763706,0.9761950002542199,0.5872799519083906,0.23779141886854036
233,43,19,1353.0,2.995732273553991,7.21081845347222,-0.226544593476228,0.30829025158344375,-0.07401799984234254
234,59,20,712.0,3.044522437723423,6.569481420414296,0.3232792208005482,0.4511076642499669,-2.1344611872436063
235,28,18,1419.0,2.9444389791664403,7.258412150595307,-0.7420044193607056,0.15814573544422847,0.07888773294050994
236,84,21,1363.0,3.091042453358316,7.218176838403408,1.182378930608011,0.5872799519083906,-0.05037749053095881
237,62,18,1632.0,2.9444389791664403,7.398174092970465,0.4263711859774437,0.15814573544422847,0.5279052185701819
238,75,14,1783.0,2.70805020110221,7.486613313139955,0.8731030350773243,-0.5338058954069297,0.8120366179818977
239,25,12,1325.0,2.5649493574615367,7.189922170745808,-0.8450963845376012,-0.9526872947026088,-0.1411521292724743
240,44,14,1336.0,2.70805020110221,7.198183577101943,-0.19218060508392948,-0.5338058954069297,-0.11461045528915478
241,94,22,1331.0,3.1354942159291497,7.194436851100335,1.526018814530996,0.717398098196787,-0.12664767701057134
242,34,12,1124.0,2.5649493574615367,7.025538314638521,-0.5358204890069146,-0.9526872947026088,-0.6692731935123721
243,77,23,1155.0,3.1780538303479458,7.052721049232323,0.9418310118619214,0.8419775932415164,-0.5819423870537368
244,6,25,1853.0,3.258096538021482,7.5251007461258,-1.498012163991273,1.07627671084767,0.9356863762348027
245,66,21,2180.0,3.091042453358316,7.687538766201629,0.5638271395466378,0.5872799519083906,1.4575559932821038
246,52,21,1474.0,3.091042453358316,7.29641326877392,0.08273130205445862,0.5872799519083906,0.20097509267306693
247,40,17,1342.0,2.8903717578961645,7.202661196523238,-0.3296365586531235,-0.0001185537488582652,-0.10022506982592642
248,3,16,1348.0,2.833213344056216,7.207118856207756,-1.6011041291681685,-0.16743130859829167,-0.08590380962218432
249,1,17,1174.0,2.8903717578961645,7.069023426578259,-1.6698321059527654,-0.0001185537488582652,-0.529567238560097
250,34,20,1867.0,3.044522437723423,7.532623618788788,-0.5358204890069146,0.4511076642499669,0.959855340335057
