customer_id,R,F,M,F_log1p,M_log1p,R_z,F_z,M_z,kmeans_gms_afkmc2_pipeline,kmeans_afkmc2_full,kmeans_pp,kmeans_random
12374.0,24,4,2989.2200000000003,1.6094379124341005,8.003102242273277,-0.842399953639645,0.0739460908215904,0.8406098737166032,1,0,2,0
12375.0,10,2,457.5,1.0986122886681098,6.127960291696519,-0.909282907355942,-0.5571872395918231,-0.5106045853990369,0,3,1,2
12376.0,389,2,503.15,1.0986122886681098,6.222873842839224,0.901334196820952,-0.5571872395918231,-0.4422105298820197,2,1,0,1
12377.0,314,4,3426.32,1.6094379124341005,8.139533893646055,0.5430326590550759,0.0739460908215904,0.938921588175991,1,1,2,0
12378.0,129,2,5416.32,1.0986122886681098,8.597356507200939,-0.3407778007674185,-0.5571872395918231,1.2688254308985092,1,3,2,0
12379.0,81,4,1620.22,1.6094379124341005,7.390934231218893,-0.5700907849375793,0.0739460908215904,0.3994857936487846,1,3,2,0
12380.0,21,11,9676.3,2.4849066497880004,9.177538215743802,-0.8567320151502801,1.15560189306089,1.6869004002395795,3,0,3,3
12381.0,4,5,1845.31,1.791759469228055,7.520944331624911,-0.937947030377212,0.2992073267345332,0.4931701824203411,1,3,2,0
12383.0,184,5,1850.56,1.791759469228055,7.523783805985769,-0.0780233397391093,0.2992073267345332,0.495216288215958,1,1,2,0
12384.0,28,2,585.27,1.0986122886681098,6.373780434317173,-0.8232905382921317,-0.5571872395918231,-0.3334682726261654,0,3,1,2
12385.0,378,1,1938.4,0.6931471805599453,7.570133925870446,0.8487833046152902,-1.058145946714099,0.5286158674588288,2,1,0,1
12386.0,337,2,660.8,1.0986122886681098,6.4949633954875114,0.652911797303278,-0.5571872395918231,-0.2461446599890286,2,1,0,1
12387.0,414,1,143.94,0.6931471805599453,4.976319863681136,1.0207680427429109,-1.058145946714099,-1.3404687978432628,2,2,0,1
12388.0,15,8,3901.11,2.1972245773362196,8.269272711457157,-0.8853961381715503,0.8001660338568091,1.032410492565875,1,0,2,0
12389.0,402,3,1433.33,1.3862943611198906,7.268453120207762,0.9634397967003706,-0.2017513803877423,0.3112267431188322,2,1,0,1
12390.0,79,1,549.84,0.6931471805599453,6.311444385858925,-0.5796454926113359,-1.058145946714099,-0.3783872026170448,0,3,1,2
12391.0,21,6,2773.42,1.9459101490553132,7.928196995326099,-0.8567320151502801,0.4896629879592288,0.7866336652980758,1,0,2,0
12392.0,590,1,234.75000000000003,0.6931471805599453,5.462771921513567,1.8615823180335,-1.058145946714099,-0.9899347734684332,2,2,0,1
12393.0,71,6,2399.4500000000003,1.9459101490553132,7.783411498760109,-0.6178643233063628,0.4896629879592288,0.682302227152804,1,0,2,0
12394.0,63,2,1272.48,1.0986122886681098,7.149508589545504,-0.6560831540013895,-0.5571872395918231,0.2255161281895825,1,3,2,0
12395.0,18,15,5067.27,2.772588722239781,8.53075481547577,-0.8710640766609151,1.5110377522649707,1.220832707556722,3,0,3,3
12396.0,673,1,931.43,0.6931471805599453,6.837794081676172,2.258102686494403,-1.058145946714099,0.0008967866940728,2,2,0,1
12397.0,35,2,2409.9,1.0986122886681098,7.7877554007552545,-0.7898490614339833,-0.5571872395918231,0.685432413207794,1,3,2,0
12398.0,45,1,1635.66,0.6931471805599453,7.4004128587924045,-0.7420755230651997,-1.058145946714099,0.4063160278217026,0,3,1,2
12399.0,118,7,1962.3,2.0794415416798357,7.582382009904704,-0.3933286929730804,0.654643185938614,0.5374417530076331,1,0,2,0
12400.0,413,1,205.25,0.6931471805599453,5.32908902521479,1.0159906889060324,-1.058145946714099,-1.0862657538295757,2,2,0,1
12401.0,302,1,84.3,0.6931471805599453,4.446174454497633,0.4857044130125357,-1.058145946714099,-1.7224879522343173,2,2,0,1
12402.0,322,6,1256.9,1.9459101490553132,7.137198942844827,0.5812514897501027,0.4896629879592288,0.2166458810045926,1,1,2,0
12403.0,49,2,1019.36,1.0986122886681098,6.927910785185701,-0.7229661077176863,-0.5571872395918231,0.0658342666285702,0,3,1,2
12404.0,681,1,63.24,0.6931471805599453,4.162626069638506,2.29632151718943,-1.058145946714099,-1.9268109782125344,2,2,0,1
12405.0,148,1,1710.39,0.6931471805599453,7.445061184797548,-0.2500080778667299,-1.058145946714099,0.4384893060393343,0,3,1,2
12406.0,21,5,6390.36,1.791759469228055,8.762702357276806,-0.8567320151502801,0.2992073267345332,1.3879725191008505,1,0,2,0
12407.0,49,5,1708.12,1.791759469228055,7.443733897151405,-0.7229661077176863,0.2992073267345332,0.4375328716433562,1,3,2,0
12408.0,32,8,4340.7699999999995,2.1972245773362196,8.37603737805411,-0.8041811229446183,0.8001660338568091,1.1093443807891596,1,0,2,0
12409.0,78,7,23419.29,2.0794415416798357,10.061358019654037,-0.5844228464482143,0.654643185938614,2.3237749034892867,3,0,3,3
12410.0,308,3,1013.71,1.3862943611198906,6.9223581363660704,0.5143685360338058,-0.2017513803877423,0.0618330658825848,1,1,2,0
12411.0,409,1,346.9,0.6931471805599453,5.8519150821578965,0.996881273558519,-1.058145946714099,-0.7095208745810196,2,2,0,1
12412.0,74,6,2596.93,1.9459101490553132,7.862470253064629,-0.6035322617957277,0.4896629879592288,0.7392714245530759,1,0,2,0
12413.0,66,4,999.45,1.6094379124341005,6.908205177762502,-0.6417510924907545,0.0739460908215904,0.0516345407530475,1,3,2,0
12414.0,216,6,952.41,1.9459101490553132,6.860045031492727,0.0748519830409977,0.4896629879592288,0.0169306688819987,1,1,2,0
12415.0,23,28,144458.37,3.367295829986474,11.88075357052652,-0.8471773074765234,2.245808014503504,3.634818888417153,3,0,3,3
12416.0,656,1,202.56,0.6931471805599453,5.315960801720632,2.176887671267471,-1.058145946714099,-1.095725861850919,2,2,0,1
12417.0,2,20,6816.91,3.044522437723423,8.827308252258714,-0.9475017380509688,1.8470162614078611,1.4345270849654823,3,0,3,3
12418.0,112,4,2021.2,1.6094379124341005,7.611941306657299,-0.4219928159943504,0.0739460908215904,0.5587419799910415,1,3,2,0
12419.0,385,2,503.01,1.0986122886681098,6.222596109144375,0.8822247814734386,-0.5571872395918231,-0.4424106628821633,2,1,0,1
12420.0,63,1,600.39,0.6931471805599453,6.3992436425478765,-0.6560831540013895,-1.058145946714099,-0.315119659004559,0,3,1,2
12421.0,15,6,1098.6,1.9459101490553132,7.00270175629109,-0.8853961381715503,0.4896629879592288,0.1197281286574252,1,3,2,0
12422.0,95,17,5231.8,2.8903717578961645,8.562701786647002,-0.5032078312212823,1.6565606001831652,1.2438534763887783,3,0,3,3
12423.0,0,10,2622.39,2.3978952727983707,7.872222653526559,-0.9570564457247256,1.0480979277381186,0.7462989375961246,1,0,2,0
12424.0,162,4,3340.03,1.6094379124341005,8.114034421663943,-0.183125124150433,0.0739460908215904,0.9205468431432504,1,1,2,0
12425.0,77,2,1741.41,1.0986122886681098,7.463024491372512,-0.5892002002850927,-0.5571872395918231,0.4514335418451367,1,3,2,0
12426.0,194,2,1345.21,1.0986122886681098,7.205048515865767,-0.0302498013703258,-0.5571872395918231,0.2655378190696108,1,3,2,0
12427.0,21,3,1129.3,1.3862943611198906,7.030238363196686,-0.8567320151502801,-0.2017513803877423,0.1395708191771376,1,3,2,0
12428.0,25,9,7956.46,2.302585092994046,8.981865132439246,-0.8376225998027668,0.9303406571479472,1.545899715283685,3,0,3,3
12429.0,8,8,7485.91,2.1972245773362196,8.920911441322318,-0.9188376150296986,0.8001660338568091,1.50197690253432,3,0,3,3
12430.0,42,1,256.4,0.6931471805599453,5.5506312951620265,-0.7564075845758348,-1.058145946714099,-0.92662390998627,0,3,1,2
12431.0,35,27,10857.97,3.332204510175204,9.292746745527754,-0.7898490614339833,2.202452120611942,1.769918878499132,3,0,3,3
12432.0,42,5,5059.32,1.791759469228055,8.529185001388596,-0.7564075845758348,0.2992073267345332,1.2197015102667987,1,0,2,0
12433.0,0,10,20581.26,2.3978952727983707,9.93218481871349,-0.9570564457247256,1.0480979277381186,2.230693578746148,3,0,3,3
12434.0,84,3,1103.43,1.3862943611198906,7.007084643758051,-0.5557587234269442,-0.2017513803877423,0.1228864073766511,1,3,2,0
12435.0,79,6,13925.93,1.9459101490553132,9.541579654832375,-0.5796454926113359,0.4896629879592288,1.9492261703299176,3,0,3,3
12436.0,99,1,509.01,0.6931471805599453,6.234430333369278,-0.4840984158737689,-1.058145946714099,-0.4338830018801858,0,3,1,2
12437.0,1,39,12683.4,3.688879454113936,9.44812817095412,-0.9522790918878472,2.6431297898006605,1.881885670479615,3,0,3,3
12438.0,13,2,2906.85,1.0986122886681098,7.975169255479829,-0.8949508458453069,-0.5571872395918231,0.8204815545618942,1,3,2,0
12439.0,682,2,1158.18,1.0986122886681098,7.055468137579511,2.301098871026308,-0.5571872395918231,0.1577512219652106,2,1,0,1
12440.0,461,2,859.2,1.0986122886681098,6.757164920349636,1.245303673076193,-0.5571872395918231,-0.057204035260912,2,1,0,1
12441.0,366,1,347.1,0.6931471805599453,5.8524897948173935,0.79145505857275,-1.058145946714099,-0.7091067405709995,2,2,0,1
12442.0,2,1,172.06,0.6931471805599453,5.153638355178593,-0.9475017380509688,-1.058145946714099,-1.212694306154117,0,3,1,2
12443.0,731,1,485.31,0.6931471805599453,6.186846280636522,2.535189209033347,-1.058145946714099,-0.4681717446903203,2,2,0,1
12444.0,20,5,5005.46,1.791759469228055,8.518484357502437,-0.8615093689871585,0.2992073267345332,1.2119906995005112,1,0,2,0
12445.0,21,2,434.98,1.0986122886681098,6.077596370737269,-0.8567320151502801,-0.5571872395918231,-0.5468964822322149,0,3,1,2
12446.0,57,1,1002.31,0.6931471805599453,6.9110598129904375,-0.6847472770226596,-1.058145946714099,0.0536915713657436,0,3,1,2
12447.0,242,1,476.49,0.6931471805599453,6.168543217293113,0.1990631827998348,-1.058145946714099,-0.4813608068987131,0,3,1,2
12448.0,43,1,449.45,0.6931471805599453,6.110247083097449,-0.7516302307389565,-1.058145946714099,-0.5233686023146806,0,3,1,2
12449.0,21,6,4835.89,1.9459101490553132,8.484027231195778,-0.8567320151502801,0.4896629879592288,1.1871611300533496,1,0,2,0
12450.0,155,5,688.2,1.791759469228055,6.5355315046537745,-0.2165666010085814,0.2992073267345332,-0.2169115581070212,1,3,2,0
12451.0,10,8,12669.88,2.1972245773362196,9.44706172630974,-0.909282907355942,0.8001660338568091,1.881117197765915,3,0,3,3
12452.0,16,2,430.57,1.0986122886681098,6.067429722163682,-0.8806187843346719,-0.5571872395918231,-0.5542224996300724,0,3,1,2
12453.0,133,1,707.09,0.6931471805599453,6.562571204258897,-0.3216683854199051,-1.058145946714099,-0.1974269355879916,0,3,1,2
12454.0,55,5,16679.78,1.791759469228055,9.72201243740933,-0.6943019846964162,0.2992073267345332,2.0792447988617253,3,0,3,3
12455.0,72,10,5879.95,2.3978952727983707,8.679473592468364,-0.6130869694694844,1.0480979277381186,1.327998440664329,3,0,3,3
12456.0,43,3,3181.04,1.3862943611198906,8.065277779528966,-0.7516302307389565,-0.2017513803877423,0.8854131404331999,1,3,2,0
12457.0,65,8,2995.91,2.1972245773362196,8.005337036835723,-0.6465284463276328,0.8001660338568091,0.8422202513869449,1,0,2,0
12458.0,70,4,1777.49,1.6094379124341005,7.483519968656931,-0.622641677143241,0.0739460908215904,0.4662024425380499,1,3,2,0
12459.0,604,1,454.36,0.6931471805599453,6.121088314901487,1.928465271749797,-1.058145946714099,-0.5155564848567276,2,2,0,1
12460.0,455,1,326.65,0.6931471805599453,5.791945965485506,1.216639550054923,-1.058145946714099,-0.7527342097225023,2,2,0,1
12461.0,93,2,826.88,1.0986122886681098,6.718868216346018,-0.5127625388950391,-0.5571872395918231,-0.0848003781245784,0,3,1,2
12462.0,18,2,1189.59,1.0986122886681098,7.082204261557526,-0.8710640766609151,-0.5571872395918231,0.1770170899645322,1,3,2,0
12463.0,52,4,1344.78,1.6094379124341005,7.204729049594601,-0.7086340462070513,0.0739460908215904,0.2653076138605245,1,3,2,0
12464.0,9,8,1212.05,2.1972245773362196,7.100893128209941,-0.9140602611928204,0.8001660338568091,0.1904841593975742,1,0,2,0
12465.0,16,2,742.1899999999999,1.0986122886681098,6.610951732080795,-0.8806187843346719,-0.5571872395918231,-0.1625642582784216,0,3,1,2
12466.0,681,1,56.73,0.6931471805599453,4.055776969072842,2.29632151718943,-1.058145946714099,-2.0038057089759405,2,2,0,1
12467.0,422,1,132.8,0.6931471805599453,4.896346147694128,1.0589868734379375,-1.058145946714099,-1.3980973103714018,2,2,0,1
12468.0,187,5,3670.74,1.791759469228055,8.208420943133293,-0.0636912782284743,0.2992073267345332,0.9885611246837952,1,0,2,0
12469.0,522,2,3070.54,1.0986122886681098,8.029934343472139,1.5367222571257724,-0.5571872395918231,0.8599449022445523,2,1,0,1
12470.0,689,1,211.95,0.6931471805599453,5.3610573963692225,2.3345403478844564,-1.058145946714099,-1.063229564316052,2,2,0,1
12471.0,1,79,39963.79,4.382026634673881,10.59575409544854,-0.9522790918878472,3.499524356127016,2.708857059155471,3,0,3,3
12472.0,31,19,17880.59,2.995732273553991,9.791526970948304,-0.8089584767814967,1.7867352234743037,2.1293364960837144,3,0,3,3
12473.0,28,5,3938.55,1.791759469228055,8.278821782571185,-0.8232905382921317,0.2992073267345332,1.0392914878720865,1,0,2,0
12474.0,16,31,12424.45,3.4657359027997265,9.427502067612824,-0.8806187843346719,2.3674323185913275,1.8670226415439104,3,0,3,3
12475.0,53,2,1149.64,1.0986122886681098,7.048073588295634,-0.703856692370173,-0.5571872395918231,0.1524227603477079,0,3,1,2
12476.0,15,23,14115.41,3.1780538303479458,9.555093229428618,-0.8853961381715503,2.0119964593872464,1.9589639597186963,3,0,3,3
12477.0,22,9,20276.37,2.302585092994046,9.917260764877222,-0.8519546613134018,0.9303406571479472,2.2199394076680687,3,0,3,3
12478.0,3,1,680.99,0.6931471805599453,6.525014994979364,-0.9427243842140904,-1.058145946714099,-0.2244896830202428,0,3,1,2
12479.0,10,1,527.2,0.6931471805599453,6.269474999863032,-0.909282907355942,-1.058145946714099,-0.4086300549943878,0,3,1,2
12480.0,27,7,5464.85,2.0794415416798357,8.606274923740443,-0.82806789212901,0.654643185938614,1.2752519808335092,1,0,2,0
12481.0,22,15,12361.39,2.772588722239781,9.422414078014738,-0.8519546613134018,1.5110377522649707,1.8633562710535871,3,0,3,3
12482.0,575,29,23691.4,3.4011973816621555,10.07290960059048,1.7899220104803248,2.2876939305965793,2.332098893671559,3,0,3,3
12483.0,16,19,5120.58,2.995732273553991,8.541218264178296,-0.8806187843346719,1.7867352234743037,1.2283725970966677,3,0,3,3
12484.0,32,12,6370.15,2.5649493574615367,8.759535266023915,-0.8041811229446183,1.2544959545938104,1.3856903348145204,3,0,3,3
12485.0,528,1,708.1,0.6931471805599453,6.563996560309951,1.5653863801470425,-1.058145946714099,-0.1963998337704575,2,2,0,1
12486.0,431,1,1037.28,0.6931471805599453,6.945320776868279,1.1019830579698426,-1.058145946714099,0.0783797875089207,2,1,0,1
12487.0,730,1,285.29999999999995,0.6931471805599453,5.657040212104069,2.5304118551964687,-1.058145946714099,-0.8499463725301332,2,2,0,1
12488.0,9,3,1298.66,1.3862943611198906,7.169857970780942,-0.9140602611928204,-0.2017513803877423,0.2401797530692474,1,3,2,0
12489.0,335,1,334.93,0.6931471805599453,5.816902804925467,0.6433570896295212,-1.058145946714099,-0.7347504819867268,2,2,0,1
12490.0,4,21,9823.64,3.091042453358316,9.192648794844782,-0.937947030377212,1.9044924940644752,1.69778898014713,3,0,3,3
12491.0,38,1,460.4,0.6931471805599453,6.134265345739653,-0.7755169999233482,-1.058145946714099,-0.506061206597252,0,3,1,2
12492.0,62,3,715.21,1.3862943611198906,6.573973420047142,-0.6608605078382679,-0.2017513803877423,-0.1892105769094959,0,3,1,2
12493.0,165,2,433.74,1.0986122886681098,6.0747481512447195,-0.1687930626397979,-0.5571872395918231,-0.5489488897098911,0,3,1,2
12494.0,15,9,1872.87,2.302585092994046,7.535761090061292,-0.8853961381715503,0.9303406571479472,0.5038470371674197,1,0,2,0
12495.0,640,1,357.4,0.6931471805599453,5.881649681100775,2.1004500098774175,-1.058145946714099,-0.6880943260387802,2,2,0,1
12496.0,619,2,54.09,1.0986122886681098,4.008968211484625,2.000125579302972,-0.5571872395918231,-2.0375357794098,2,2,0,1
12497.0,81,3,6248.5,1.3862943611198906,8.740256739530276,-0.5700907849375793,-0.2017513803877423,1.3717983605345798,1,0,2,0
12498.0,20,3,403.7000000000001,1.3862943611198906,6.00314605188182,-0.8615093689871585,-0.2017513803877423,-0.6005448725806419,0,3,1,2
12499.0,559,1,393.72,0.6931471805599453,5.9781766527810465,1.7134843490902711,-1.058145946714099,-0.6185376507220602,2,2,0,1
12500.0,22,19,5955.21,2.995732273553991,8.692189651745124,-0.8519546613134018,1.7867352234743037,1.3371615459708075,3,0,3,3
12501.0,336,1,2169.39,0.6931471805599453,7.682662153888476,0.6481344434663996,-1.058145946714099,0.6097029386055521,2,1,0,1
12502.0,95,5,3723.87,1.791759469228055,8.222787230875806,-0.5032078312212823,0.2992073267345332,0.998913373331173,1,0,2,0
12503.0,583,1,1126.0,0.6931471805599453,7.027314514039777,1.8281408411753517,-1.058145946714099,0.1374639134808122,2,2,0,1
12504.0,17,4,779.05,1.6094379124341005,6.659358020193259,-0.8758414304977935,0.0739460908215904,-0.1276830182797322,1,3,2,0
12505.0,408,1,955.2,0.6931471805599453,6.862967096192003,0.9921039197216408,-1.058145946714099,0.0190362887103636,2,1,0,1
12506.0,232,1,73.5,0.6931471805599453,4.310799125385514,0.1512896444310513,-1.058145946714099,-1.8200384881004537,0,2,1,2
12507.0,133,4,1844.06,1.6094379124341005,7.520267076271057,-0.3216683854199051,0.0739460908215904,0.4926821568464054,1,3,2,0
12508.0,25,2,398.27,1.0986122886681098,5.989637879766574,-0.8376225998027668,-0.5571872395918231,-0.6102787689785804,0,3,1,2
12509.0,283,1,176.5,0.6931471805599453,5.178970608915471,0.3949346901118471,-1.058145946714099,-1.1944400574447185,0,2,1,2
12510.0,142,9,5178.02,2.302585092994046,8.552371128165808,-0.278672200888,0.9303406571479472,1.23640927457372,3,0,3,3
12511.0,428,1,3084.02,0.6931471805599453,8.034313419300645,1.0876509964592076,-1.058145946714099,0.8631004343231886,2,1,0,1
12512.0,65,2,138.03,1.0986122886681098,4.9346897371814515,-0.6465284463276328,-0.5571872395918231,-1.3704671821489869,0,3,1,2
12513.0,112,1,612.29,0.6931471805599453,6.418837907265026,-0.4219928159943504,-1.058145946714099,-0.3010001659211644,0,3,1,2
12514.0,266,2,1597.76,1.0986122886681098,7.37698360776012,0.3137196748849152,-0.5571872395918231,0.3894330698401296,1,1,2,0
12515.0,352,1,383.7,0.6931471805599453,5.95246380975825,0.7245721048564532,-1.058145946714099,-0.6370661494667486,2,2,0,1
12516.0,77,4,2648.62,1.6094379124341005,7.882171512471631,-0.5892002002850927,0.0739460908215904,0.753468017277878,1,3,2,0
12517.0,27,5,2502.84,1.791759469228055,7.825580832414862,-0.82806789212901,0.2992073267345332,0.712689160445,1,0,2,0
12518.0,0,5,2056.89,1.791759469228055,7.629436465014086,-0.9570564457247256,0.2992073267345332,0.5713488713940832,1,0,2,0
12519.0,63,2,726.54,1.0986122886681098,6.589668980352017,-0.6560831540013895,-0.5571872395918231,-0.1779004635490936,0,3,1,2
12520.0,78,5,2634.26,1.791759469228055,7.876737127834484,-0.5844228464482143,0.2992073267345332,0.7495520368925794,1,0,2,0
12521.0,142,1,599.68,0.6931471805599453,6.39806234681208,-0.278672200888,-1.058145946714099,-0.3159708926288769,0,3,1,2
12522.0,38,2,192.72,1.0986122886681098,5.266413817535028,-0.7755169999233482,-0.5571872395918231,-1.1314290796348148,0,3,1,2
12523.0,18,23,4372.15,3.1780538303479458,8.383238852219565,-0.8710640766609151,2.0119964593872464,1.1145337137974238,3,0,3,3
12524.0,8,17,11126.11,2.8903717578961645,9.317139751972052,-0.9188376150296986,1.6565606001831652,1.7874963120362026,3,0,3,3
12525.0,497,3,973.73,1.3862943611198906,6.882160509570649,1.4172884112038135,-0.2017513803877423,0.0328669310620173,2,1,0,1
12526.0,0,3,1316.66,1.3862943611198906,7.183612715167257,-0.9570564457247256,-0.2017513803877423,0.2500913277585725,1,3,2,0
12527.0,81,5,735.51,1.791759469228055,6.601922813543027,-0.5700907849375793,0.2992073267345332,-0.1690704351972716,1,3,2,0
12528.0,8,6,1933.48,1.9459101490553132,7.567593835498341,-0.9188376150296986,0.4896629879592288,0.5267854957170025,1,0,2,0
12529.0,527,1,316.48,0.6931471805599453,5.760414824222675,1.5606090263101642,-1.058145946714099,-0.7754553343678393,2,2,0,1
12530.0,59,9,3759.26,2.302585092994046,8.232243382929433,-0.6751925693489029,0.9303406571479472,1.0057274117982482,1,0,2,0
12531.0,14,2,1933.2,1.0986122886681098,7.567449083282863,-0.8901734920084285,-0.5571872395918231,0.5266811882609814,1,3,2,0
12532.0,29,1,349.83000000000004,0.6931471805599453,5.860301775655642,-0.8185131844552533,-1.058145946714099,-0.7034774806316502,0,3,1,2
12533.0,627,2,1367.89,1.0986122886681098,7.221755471439273,2.038344409997999,-0.5571872395918231,0.2775767369402186,2,1,0,1
12534.0,130,1,1089.18,0.6931471805599453,6.9940980992041535,-0.3360004469305401,-1.058145946714099,0.1135283922302358,0,3,1,2
12535.0,91,2,716.35,1.0986122886681098,6.575563866544399,-0.5223172465687957,-0.5571872395918231,-0.1880645120460424,0,3,1,2
12536.0,42,3,12601.830000000002,1.3862943611198906,9.441676670894656,-0.7564075845758348,-0.2017513803877423,1.8772367636805043,1,0,2,0
12537.0,408,1,732.94,0.6931471805599453,6.598427281404094,0.9921039197216408,-1.058145946714099,-0.17158929173876,2,1,0,1
12538.0,28,2,640.45,1.0986122886681098,6.463731238695349,-0.8232905382921317,-0.5571872395918231,-0.2686503384705731,0,3,1,2
12539.0,21,7,11214.75,2.0794415416798357,9.325074319439649,-0.8567320151502801,0.654643185938614,1.793213907061874,3,0,3,3
12540.0,19,33,22254.49,3.5263605246161616,10.010343998731724,-0.8662867228240368,2.442335020593583,2.287014549070969,3,0,3,3
12541.0,29,3,981.18,1.3862943611198906,6.889774590946187,-0.8185131844552533,-0.2017513803877423,0.0383535860026453,1,3,2,0
12542.0,483,2,481.88,1.0986122886681098,6.179768175579484,1.3504054574875168,-0.5571872395918231,-0.4732721787632005,2,2,0,1
12543.0,447,1,980.25,0.6931471805599453,6.888827269096618,1.1784207193598963,-1.058145946714099,0.0376709523598,2,1,0,1
12544.0,35,1,372.7,0.6931471805599453,5.923453336491439,-0.7898490614339833,-1.058145946714099,-0.6579708980015706,0,3,1,2
12545.0,74,2,1000.39,1.0986122886681098,6.9091443138264115,-0.6035322617957277,-0.5571872395918231,0.0523112757747566,0,3,1,2
12546.0,46,2,1161.5,1.0986122886681098,7.058328137461511,-0.7372981692283215,-0.5571872395918231,0.1598121183109188,0,3,2,0
12547.0,197,3,383.58,1.3862943611198906,5.952151829722441,-0.0159177398596908,-0.2017513803877423,-0.6372909601458605,0,3,1,2
12548.0,165,1,95.2,0.6931471805599453,4.566429357671661,-0.1687930626397979,-1.058145946714099,-1.6358330918391786,0,3,1,2
12549.0,575,6,1575.68,1.9459101490553132,7.363076649441731,1.7899220104803248,0.4896629879592288,0.3794118108328601,2,1,0,1
12550.0,78,1,964.83,0.6931471805599453,6.872987835288763,-0.5844228464482143,-1.058145946714099,0.0262571647375904,0,3,1,2
12551.0,357,1,168.0,0.6931471805599453,5.1298987149230735,0.7484588740408449,-1.058145946714099,-1.2298009284861466,2,2,0,1
12552.0,38,2,437.82,1.0986122886681098,6.084089306213804,-0.7755169999233482,-0.5571872395918231,-0.5422177173550808,0,3,1,2
12553.0,7,12,4608.75,2.5649493574615367,8.435928904585275,-0.923614968866577,1.2544959545938104,1.1525018050057771,3,0,3,3
